Date,Occurrence,Startup Name,Industry,Description,Location,Investors,Investment Type,Amount in USD,Website URL
14/08/2015,02/01/1900,Trukky,,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000,http://Trukky.com
14/08/2015,03/01/1900,VoxWeb,Consumer Internet,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,100000,http://www.voxweb.rocks/
13/08/2015,01/01/1900,Massblurb,,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,http://www.massblurb.com/
13/08/2015,03/01/1900,betaout,B2B SaaS,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,500000,http://www.betaout.com/
13/08/2015,01/01/1900,IFMR Holdings,,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000,http://www.ifmr.co.in/
13/08/2015,02/01/1900,Agrostar,ECommerce,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,4000000,http://agrostar.in/
12/08/2015,02/01/1900,Scripbox,,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000,https://scripbox.com/
12/08/2015,02/01/1900,Sheroes,,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000,http://sheroes.in/
12/08/2015,04/01/1900,BigBasket,ECommerce,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,50000000,http://www.BigBasket.com
12/08/2015,02/01/1900,OneAssist,,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000,https://www.oneassist.in/
11/08/2015,02/01/1900,RainCan,,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000,http://www.raincan.com/
11/08/2015,01/01/1900,WOW! MOMO,,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000,https://en.wikipedia.org/wiki/Wow!_Momo
11/08/2015,01/01/1900,Infogain,,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,63000000,http://www.infogain.com/
11/08/2015,02/01/1900,Livspace,,Home Design & Décor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000,http://www.livspace.com/
11/08/2015,01/01/1900,Allygrow Technologies,,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000,
10/08/2015,03/01/1900,MyTaxiIndia,Consumer Internet,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000,http://www.mytaxiindia.com/
10/08/2015,01/01/1900,eSadar,,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000,
10/08/2015,01/01/1900,NearBuy (previously  groupon India),,Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,16000000,http://www.nearbuy.com/
10/08/2015,02/01/1900,MyPoolin,,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000,https://mypoolin.com/
10/08/2015,01/01/1900,Actionable Analytics,,Machine Learning Platform,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,http://www.actionableanalytics.biz/
10/08/2015,01/01/1900,Inkmonk,,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000,https://inkmonk.com/
10/08/2015,02/01/1900,ToneTag,,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,1000000,http://www.tonetag.com/
10/08/2015,01/01/1900,Grey Orange,,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000,http://www.greyorange.com/
07/08/2015,01/01/1900,GIBSS,,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,http://www.gibss.in/
07/08/2015,01/01/1900,Carl’s Jr,,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000,http://cybizcorp.com/
07/08/2015,01/01/1900,EasyRewardz,,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000,https://www.easyrewardz.com/
07/08/2015,02/01/1900,iOrderFresh,,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,,http://www.iorderfresh.com/
07/08/2015,01/01/1900,StoreMore.in,,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,,http://storemore.in/
06/08/2015,01/01/1900,Wetravelsolo,,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,
06/08/2015,01/01/1900,Klozee,,Luxury Apparel rental,Bangalore,Tracxn Labs,Seed Funding,,
06/08/2015,01/01/1900,Appvigil,,App security  testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000,
06/08/2015,01/01/1900,LoudShout,,anonymous bulletin board app,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,
06/08/2015,04/01/1900,Practo,HealthTech,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000,https://www.practo.com/
06/08/2015,02/01/1900,Ketto,,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000,https://www.ketto.org/
06/08/2015,02/01/1900,Ezetap,,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000,http://site.ezetap.com/
06/08/2015,01/01/1900,NDTV ecommerce venture,,Car & Bike ecommerce platform,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,
05/08/2015,02/01/1900,NightStay,,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000,http://www.nightstay.in/
05/08/2015,01/01/1900,Grex,,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000,https://grex.in/
05/08/2015,02/01/1900,Zo Rooms,,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000,
05/08/2015,02/01/1900,Doormint,,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000,
05/08/2015,03/01/1900,LetsTransport,Logistics,Logistics Tech Platform,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000,
05/08/2015,01/01/1900,Zocalo,,Rental Accomodation finder,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,http://zocalo.in/
05/08/2015,01/01/1900,Sunday Realty Solutions,,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000,http://www.sundaymobility.com/
04/08/2015,01/01/1900,Pickingo,,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000,
03/08/2015,01/01/1900,Jusride,,Self Driven Car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,
03/08/2015,01/01/1900,Wizrocket,,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000,http://wizrocket.com/
03/08/2015,01/01/1900,Glowship,,Energy & Environment Online Marketplace,Bangalore,Infuse Ventures,Seed Funding,,http://www.glowship.com/
03/08/2015,01/01/1900,The Home Salon,,on-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,,http://thehomesalon.in/
03/08/2015,09/01/1900,OYO Rooms,Consumer Internet,Hotel Aggregator Platform,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Equity,100000000,http://www.oyorooms.com/
03/08/2015,02/01/1900,Connect India,,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,5000000,http://www.connectindia.com/
03/08/2015,01/01/1900,Cuelearn,,Tech-enabled learning,New Delhi,Alok Mittal,Seed Funding,,http://cuelearn.com/
01/08/2015,01/01/1900,Ressy,,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,400000,
01/08/2015,02/01/1900,Snapdeal,,Ecommerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000,http://www.snapdeal.com
31/07/2015,01/01/1900,Bona Vita,,Travel Tech,Gurgaon,MakeMyTrip,Private Equity,5000000,
31/07/2015,01/01/1900,Prothom ,,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,2000000,
31/07/2015,01/01/1900,TripFactory,,Online Curated Holiday package bookings,Bangalore,"Aarin Capital Partners,",Private Equity,,https://www.tripfactory.com/
31/07/2015,01/01/1900,LazyLad,,Hyperlocal Grocery App,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000,
30/07/2015,02/01/1900,MadRat Games,,Educational Board Games,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000,
30/07/2015,01/01/1900,Droom.in,,Used Vehicle Marketplace,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000,http://www.Droom.in
30/07/2015,01/01/1900,Pragmatix,,Business intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000,http://www.pragmatixservices.com/
30/07/2015,01/01/1900,Cartisan,,On-Demand Car services App,Bangalore,"YouWeCan Ventures,  Aprameya Radhakrishna",Seed Funding,,http://cartisan.in/#/
30/07/2015,03/01/1900,Wassup,Consumer Internet,On-Demand Laundry & Dry cleaning App,Chennai,B S Nagesh,Private Equity,,
30/07/2015,01/01/1900,Pipa Bella,,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,600000,http://www.pipabella.com/
30/07/2015,01/01/1900,Noodle Play,,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000,
29/07/2015,01/01/1900,Swajal,,Innovative Water Solutions,Gurgaon,Abhishek Gupta,Private Equity,1200000,http://swajal.in/
29/07/2015,01/01/1900,Zovi.com / Little App,,Hyperlocal Deals Marketplace,Bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Equity,50000000,
29/07/2015,02/01/1900,Zimmber,,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",Private Equity,2000000,http://zimmber.com/
29/07/2015,01/01/1900,trueHb,,Medical Tech Instruments,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000,http://www.truehb.com/
28/07/2015,05/01/1900,Pepperfry,E-commerce,Online home décor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000,https://www.pepperfry.com/
28/07/2015,02/01/1900,Opinio,,Hyperlocal food & grocery store,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000,
28/07/2015,04/01/1900,Zoctr,HealthTech,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000,http://www.zoctr.com/
28/07/2015,07/01/1900,Flipkart,E-commerce,Online Marketplace,Bangalore,Steadview Capital and existing investors,Private Equity,700000000,https://www.flipkart.com
27/07/2015,01/01/1900,Bevy,,Online Hiring Platform,Bangalore,Varun Agarwal & Others,Seed Funding,,
27/07/2015,02/01/1900,Locus,,Logistics Automation Platform,Bangalore,"growX ventures,  Manish Singhal",Seed Funding,,http://locus.sh/
27/07/2015,01/01/1900,Townrush,,B2B logistics delivery platform,Bangalore,Lightspeed Venture Partners,Seed Funding,,
27/07/2015,01/01/1900,ManageMySpa,,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,6000000,http://www.managemyspa.com/
25/07/2015,03/01/1900,CredR,E-Commerce,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,15000000,http://www.credr.com/
25/07/2015,01/01/1900,Shopatplaces,,Ethnic/ Traditional Fashion Store,New Delhi,Indian Angel Network,Seed Funding,,
24/07/2015,01/01/1900,BroEx,,Real Estate Broker network App,Gurgaon,Lightspeed India,Private Equity,1000000,http://broex.in/
23/07/2015,03/01/1900,Quikr,Consumer Internet,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000,http://www.Quikr.com
23/07/2015,02/01/1900,JetSetGo,,Private Jet/ Helicopter Marketplace,New Delhi,YourWeCan Ventures,Seed Funding,,http://jetsetgo.in/
23/07/2015,03/01/1900,Fitternity,Consumer Internet,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,1000000,http://www.fitternity.com/
23/07/2015,01/01/1900,HolidayIQ,,Travel information portal,Bangalore,MakeMyTrip,Private Equity,15000000,http://www.holidayiq.com/
23/07/2015,03/01/1900,MedGenome,Healthcare,Clinical Genomics Provider,Bangalore,Sequoia Capital,Private Equity,20000000,http://medgenome.com/
23/07/2015,01/01/1900,Myonsto,,Online Grocers,Ahmedabad,Jayant Bokadia,Seed Funding,320000,http://www.Myonsto.com
23/07/2015,03/01/1900,Mswipe,B2B SaaS,Mobile Point of Sale payment solution,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000,https://www.mswipe.com/
23/07/2015,04/01/1900,Nestaway,Consumer Internet,Luxury Rental Homes,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000,http://www.nestaway.com/
23/07/2015,01/01/1900,iCrushiFlush,,Casual Dating App,Mumbai,IDG Ventures India,Seed Funding,,https://www.icrushiflush.com/
22/07/2015,01/01/1900,deGustibus,,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,30000000,http://www.degustibus.com/
22/07/2015,03/01/1900,Iqlect,Technology,Big Data & Analytics platform,Bangalore,Exfinity Venture Partners,Private Equity,2000000,http://www.iqlect.com/
21/07/2015,01/01/1900,Joy by nature,,Organic Food ecommerce,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000,http://www.joybynature.com/
21/07/2015,01/01/1900,ZenRadius,,Online Hiring Platform,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,,
20/07/2015,02/01/1900,Zo Rooms,,Online budget hotel chain,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000,
20/07/2015,02/01/1900,Innoviti,,Payment Solutions platform,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000,http://www.innoviti.com/
17/07/2015,01/01/1900,Omnikart,,Industrial Supplies B2B ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000,
17/07/2015,01/01/1900,QuikWallet,,F&B sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000,http://www.livquik.com/
16/07/2015,02/01/1900,Ketto,,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000,https://ketto.org/
15/07/2015,02/01/1900,Roadrunnr,,Hyper local logistics platform,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000,
15/07/2015,01/01/1900,InstaLively.com,,Live video streaming app,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,,http://www.InstaLively.com
15/07/2015,03/01/1900,Mobikon,B2B SaaS,Restaurant customer engagement platform,Pune,Jungle Ventures,Private Equity,2300000,
15/07/2015,09/01/1900,OYO Rooms,Consumer Internet,Hotel Aggregator Platform,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000,http://www.OyoRooms.com
14/07/2015,01/01/1900,MySmartPrice,,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000,http://www.mysmartprice.com
14/07/2015,01/01/1900,HackerRank,,Tech Recruitment platform,Bangalore,HR Technology fund,Private Equity,7500000,https://www.hackerrank.com
14/07/2015,01/01/1900,Boxmyspace,,Physical Storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000,http://boxmyspace.com/
14/07/2015,02/01/1900,Zenify,,Residential Rental management platform,Bangalore,Atul Jalan,Seed Funding,10000000,http://www.Zenify.in
14/07/2015,02/01/1900,WickedRide,,Bike Rental Platform,Bangalore,,Seed Funding,790000,http://www.WickedRide.com
14/07/2015,01/01/1900,WoWexpress,,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,500000,
13/07/2015,01/01/1900, Ameyo,, Contact Center Software Platform, Gurgaon, Forum Synergies PE Fund,Private Equity,5000000,http://www.ameyo.com/
13/07/2015,01/01/1900, Satvacart,, Online Grocery Delivery, Gurgaon, Palaash Ventures,Seed Funding,10000000,http://www.satvacart.com/
13/07/2015,01/01/1900, Mamagoto,, Casual Dining restaurant Chain, New Delhi, Goldman Sachs,Private Equity,10000000,http://www.mamagoto.in/
10/07/2015,01/01/1900, Loylty Rewards,, Premium Loyalty Rewards Point Management, Mumbai, IndianIdeas.com,Private Equity,19350000,http://www.loylty.com/
10/07/2015,01/01/1900, Footprints Education,, Pre-School Chain, Gurgaon," LetsVenture, Kumar Bansal, Kshitij Jain ",Seed Funding,685000,http://www.footprintseducation.in/
10/07/2015,01/01/1900, Infinity Assurance,, Warranty Programs Service Administration, New Delhi, Indian Angel Network,Seed Funding,600000,http://www.infinityassurance.com/
09/07/2015,01/01/1900, News in shorts,, News Aggregator mobile app, Noida, Tiger Global,Private Equity,20000000,http://www.newsinshorts.com/
09/07/2015,01/01/1900, Notesgen,, Online Study Notes Marketplace, New Delhi," Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,16200000,http://www.notesgen.com/
09/07/2015,01/01/1900, Shopsity,, Fashion Info Aggregator App, Gurgaon,"  Sandeep Aggarwal, Teruhide Sato ",Seed Funding,16200000,http://www.newsinshorts.com/
09/07/2015,01/01/1900, Bluestone,, Online Jewellery Store,Bangalore," IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,16200000,http://www.bluestone.com
08/07/2015,01/01/1900,Lybrate,,Healthcare Mobile App,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000,https://www.lybrate.com/
08/07/2015,06/01/1900,Lendingkart,FinTech,Online Finance lending platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000,https://lendingkart.com/
08/07/2015,01/01/1900,33Coupons,,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed Funding,20000,
08/07/2015,04/01/1900,Zoomcar,Consumer Internet,Self-driven vehicle rental,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000,http://www.Zoomcar.com
08/07/2015,01/01/1900,Collectabillia,,Celebrity Fashion Brand,Bangalore,Accel Partners,Private Equity,7500000,https://www.collectabillia.com/
08/07/2015,01/01/1900,Hopping Chef,,Online Food-Tech Platform,Mumbai,Mirah Hospitality,Seed Funding,470000,http://www.hoppingchef.com/
08/07/2015,01/01/1900,Ampere,,Electric Scooter manufacturer,Coimbatore,Ratan Tata,Seed Funding,,http://www.ampvl.com/
08/07/2015,01/01/1900,Axtria,,Big Data & Analytics platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000,http://axtria.com/
